@relation PC4-weka.filters.unsupervised.attribute.NumericTransform-R1-40-Cjava.lang.Math-Mlog

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute GLOBAL_DATA_COMPLEXITY numeric
@attribute GLOBAL_DATA_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PATHOLOGICAL_COMPLEXITY numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
1.386294,0,0,0,0.693147,?,0,-1.108663,?,?,0,0,0.693147,0,?,0.693147,0,?,?,2.452728,1.098612,4.650239,-4.60517,2.397895,-1.108663,1.759581,3.551627,0,?,?,1.098612,-2.407946,1.098612,2.079442,1.098612,1.791759,2.397895,0,4.094345,1.098612,Y
1.791759,1.098612,0,0,0,1.386294,0.693147,-2.120264,0.693147,0.693147,0,-0.693147,1.94591,0,?,2.772589,0,?,?,3.148453,2.340844,7.829789,-2.525729,4.025352,-2.302585,4.939426,5.489062,-0.693147,0,0.693147,1.94591,-2.525729,2.833213,3.663562,2.197225,2.397895,3.258097,0,2.407846,2.833213,Y
1.791759,0,0,?,0,?,0,-2.302585,?,?,0,0,0.693147,0,?,2.302585,0,?,?,3.047376,2.123458,7.293603,-2.813411,3.78419,-2.120264,4.403176,5.170484,0,?,?,1.098612,-2.995732,2.564949,3.433987,1.94591,2.197225,2.944439,0,2.207175,2.302585,N
1.609438,0,0.693147,?,0,?,0,-1.771957,?,?,0,0,1.098612,0,?,1.791759,0,?,?,2.955951,1.822935,6.601162,-3.218876,3.332205,-1.832581,3.710886,4.778619,0,?,?,1.386294,-2.65926,2.197225,2.944439,2.079442,2.397895,2.639057,0,2.65956,1.791759,N
1.94591,0,0,?,0,?,0,-2.302585,?,?,0,0,0.693147,0,?,2.302585,0,?,?,3.047376,2.123458,7.293603,-2.813411,3.78419,-2.120264,4.403176,5.170484,0,?,?,1.098612,-2.995732,2.564949,3.433987,1.94591,2.197225,2.995732,0,2.207175,2.302585,N
1.609438,0,0,?,0,?,0,-1.966113,?,?,0,0,0.693147,0,?,1.94591,0,?,?,2.854169,1.909543,6.673488,-3.218876,3.401197,-1.89712,3.783053,4.763967,0,?,?,1.098612,-2.65926,2.197225,3.044522,1.791759,2.197225,2.70805,0,2.525729,1.94591,N
1.791759,0,0.693147,?,0.693147,?,0,-2.040221,?,?,0,0,1.098612,0,?,2.079442,0,?,?,3.230409,1.976855,7.184796,-2.813411,3.7612,-1.966113,4.294424,5.207627,0,?,?,1.386294,-2.813411,2.564949,3.401197,2.197225,2.302585,2.890372,0,2.995732,2.079442,N
1.791759,1.098612,0,0,0,1.386294,0.693147,-1.609438,0.693147,0.693147,0,-0.693147,1.791759,0,?,2.197225,0,?,?,3.120601,2.333114,7.787121,-2.525729,4.007333,-2.302585,4.89672,5.453781,-0.693147,0,0.693147,1.791759,-2.207275,2.70805,3.688879,2.079442,2.397895,2.944439,0,2.900322,2.302585,Y
1.791759,1.098612,0,?,0,1.386294,0.693147,-1.609438,0.693147,0.693147,0,-0.693147,1.791759,0,?,2.302585,0,?,?,2.968361,2.467252,7.902118,-2.525729,4.007333,-2.525729,5.011768,5.435249,-0.693147,0,0.693147,1.791759,-2.207275,2.70805,3.688879,1.94591,2.397895,2.944439,0,2.207175,2.302585,N
1.609438,0,0.693147,?,0,?,0,-1.966113,?,?,0,0,1.098612,0,?,1.94591,0,?,?,3.157,1.704748,6.56663,-3.218876,3.433987,-1.714798,3.676301,4.861903,0,?,?,1.386294,-2.65926,2.397895,2.995732,2.197225,2.197225,2.70805,0,2.525729,1.94591,N
1.386294,1.609438,0.693147,?,?,2.079442,1.098612,-1.386294,1.386294,0.693147,1.098612,0,2.302585,0,?,2.484907,?,?,?,2.922086,2.261763,7.445663,-2.813411,3.688879,-2.302585,4.555244,5.183916,-1.108663,0.693147,1.386294,2.197225,-1.771957,2.772589,3.178054,2.302585,2.484907,2.890372,0,?,2.484907,N
1.609438,1.098612,0.693147,0,0,1.386294,0.693147,-1.386294,0.693147,0.693147,0.693147,0,1.791759,0,?,1.94591,1.386294,?,?,3.007167,1.490654,5.990614,-3.506558,3.091042,-1.469676,3.100092,4.49892,-0.693147,0,0.693147,1.791759,-2.207275,2.302585,2.484907,2.197225,2.079442,2.944439,0,3.100993,2.079442,N
1.386294,1.098612,0.693147,?,0,1.386294,0.693147,-1.386294,0.693147,0.693147,0.693147,0,1.791759,0,?,2.079442,1.386294,?,?,3.007167,1.490654,5.990614,-3.506558,3.091042,-1.469676,3.100092,4.49892,-0.693147,0,0.693147,1.791759,-2.207275,2.302585,2.484907,2.197225,2.079442,2.890372,0,2.407846,2.079442,N
2.079442,1.609438,1.098612,0,0,1.791759,1.098612,-2.120264,0.693147,1.098612,0.693147,-0.400478,2.484907,1.098612,0,3.178054,1.098612,?,?,2.903617,3.420346,9.743983,-1.660731,4.75359,-3.506558,6.853616,6.323732,0,0.693147,1.098612,2.397895,-2.525729,3.970292,4.143135,2.564949,2.70805,3.637586,0,2.039921,3.218876,Y
1.609438,0,0,0.693147,?,?,0,-2.207275,?,?,0,0,0.693147,0,?,1.94591,1.098612,?,?,2.977568,1.704748,6.386879,-3.218876,3.295837,-1.714798,3.496508,4.682131,0,?,?,1.098612,-2.995732,2.397895,2.772589,2.079442,2.079442,2.944439,0,3.100993,2.197225,N
1.609438,1.098612,0.693147,?,?,1.386294,0.693147,-1.386294,0.693147,0.693147,0.693147,0,2.079442,0,?,2.079442,1.098612,?,?,2.784394,2.244956,7.27538,-2.995732,3.583519,-2.207275,4.385022,5.02998,-0.693147,0,0.693147,2.079442,-2.120264,2.833213,2.944439,2.197225,2.302585,2.833213,0,?,2.079442,N
2.079442,1.098612,1.386294,?,1.098612,1.386294,0.693147,-1.609438,0.693147,0.693147,0.693147,0,2.079442,0,?,2.302585,1.386294,?,?,3.694862,1.4884,6.673058,-2.813411,3.688879,-1.469676,3.782597,5.183916,-0.693147,0,0.693147,2.079442,-2.525729,2.944439,3.044522,2.70805,1.94591,3.258097,0,3.138966,2.302585,N
1.94591,1.098612,?,0,?,1.386294,0.693147,-2.040221,0.693147,0.693147,0,-0.693147,1.791759,0,?,2.639057,1.791759,?,?,3.019449,2.692598,8.40522,-2.302585,4.189655,-2.65926,5.514839,5.712445,-0.693147,0,0.693147,1.791759,-2.65926,3.218876,3.713572,2.397895,2.564949,3.401197,0,1.89762,2.70805,Y
1.098612,1.94591,0.693147,2.995732,1.609438,2.484907,1.386294,-1.714798,1.791759,0.693147,1.386294,0,2.70805,0,?,0.693147,?,?,?,3.07223,2.609334,8.291065,-2.302585,4.158883,-2.65926,5.400693,5.681673,-1.386294,1.098612,1.791759,2.564949,-2.040221,3.135494,3.713572,2.397895,2.564949,3.465736,0,4.528181,3.091042,Y
1.098612,1.098612,?,?,?,1.386294,0.693147,-1.237874,0.693147,0.693147,0,-0.693147,1.791759,0,?,1.94591,1.098612,?,?,2.438863,2.014903,6.468692,-3.506558,3.091042,-2.040221,3.578227,4.453766,-0.693147,0,0.693147,1.791759,-1.966113,2.302585,2.484907,1.791759,2.197225,2.639057,0,?,1.94591,N
2.197225,1.94591,1.098612,0,1.609438,2.484907,1.386294,-1.89712,1.791759,0.693147,1.386294,0,2.772589,0,?,3.258097,?,?,?,3.15359,3.088311,9.330097,-1.771957,4.615121,-2.995732,6.439718,6.241892,-1.386294,1.098612,1.791759,2.639057,-2.407946,3.663562,4.127134,2.772589,2.890372,3.7612,0,2.931194,3.295837,Y
2.197225,1.94591,1.098612,0,1.609438,2.484907,1.386294,-1.89712,1.791759,0.693147,1.386294,0,2.772589,0,?,3.258097,?,?,?,3.15359,3.088311,9.330097,-1.771957,4.615121,-2.995732,6.439718,6.241892,-1.386294,1.098612,1.791759,2.639057,-2.407946,3.663562,4.127134,2.772589,2.890372,3.7612,0,2.931194,3.295837,N
2.197225,1.94591,1.098612,0,1.609438,2.484907,1.386294,-1.89712,1.791759,0.693147,1.386294,0,2.772589,0,?,3.258097,?,?,?,3.15359,3.088311,9.330097,-1.771957,4.615121,-2.995732,6.439718,6.241892,-1.386294,1.098612,1.791759,2.639057,-2.407946,3.663562,4.127134,2.772589,2.890372,3.7612,0,2.931194,3.295837,Y
0,0,?,?,?,?,0,-0.693147,?,?,0,0,0,0,?,0.693147,?,?,?,1.757858,0.693147,3.145014,?,1.609438,-0.693147,0.254642,2.451867,0,?,?,0.693147,-1.609438,0,1.386294,0,1.386294,1.609438,0,?,0.693147,N
1.098612,0,?,?,?,?,0,-1.108663,?,?,0,0,0,0,?,1.098612,1.386294,?,?,2.553344,1.252763,5.05879,-4.60517,2.564949,-1.237874,2.16791,3.805996,0,?,?,0.693147,-2.525729,1.386294,2.197225,1.386294,1.94591,2.484907,0,?,1.098612,N
1.386294,0,?,?,?,?,0,-2.407946,?,?,0,0,0,0,?,2.397895,1.098612,?,?,3.003204,2.736314,8.47549,-2.302585,4.430817,-2.813411,5.585112,5.739278,0,?,?,0.693147,-2.995732,3.583519,3.871201,1.94591,1.791759,2.995732,0,?,2.397895,N
2.397895,2.197225,1.098612,1.791759,2.397895,2.772589,1.609438,-2.207275,2.079442,0.693147,1.386294,-0.223144,3.135494,0,?,3.688879,0,?,?,3.471345,3.124565,9.720691,-1.427116,5.036953,-3.218876,6.830323,6.596122,-1.609438,1.386294,2.079442,2.995732,-2.65926,3.89182,4.65396,2.639057,2.564949,4.248495,0,3.395179,3.828641,Y
3.433987,3.135494,2.70805,2.397895,2.833213,3.73767,2.484907,-1.966113,2.995732,0.741937,2.302585,-0.18633,4.110874,1.386294,-1.309333,4.304065,?,?,?,4.268158,3.197039,10.66198,-0.544727,5.673323,-3.218876,7.771607,7.465083,-1.108663,2.397895,3.044522,3.931826,-2.407946,4.828314,5.111988,3.828641,2.890372,4.905275,0,3.312366,4.442651,Y
1.94591,1.609438,0.693147,0,0.693147,2.079442,1.098612,-1.714798,1.386294,0.693147,1.098612,0,2.484907,0,?,2.772589,0,?,?,2.871302,2.862201,8.59576,-2.302585,4.174387,-2.813411,5.705381,5.733568,-1.108663,0.693147,1.386294,2.397895,-2.207275,3.332205,3.610918,2.484907,2.70805,3.332205,0,2.759377,2.833213,Y
1.94591,0,0,2.079442,1.791759,?,0,-2.65926,?,?,0,0,0.693147,0,?,1.791759,?,?,?,3.061988,2.587764,8.23768,-2.407946,4.127134,-2.525729,5.347298,5.649924,0,?,?,1.098612,-3.506558,2.944439,3.7612,2.302585,2.639057,3.367296,0,4.248495,2.639057,Y
1.386294,1.098612,0.693147,1.098612,?,1.386294,0.693147,-1.714798,0.693147,0.693147,0,-0.693147,2.079442,0,?,2.079442,1.609438,?,?,2.928524,2.320425,7.569721,-2.813411,3.713572,-2.302585,4.67935,5.249127,-0.693147,0,0.693147,2.079442,-2.302585,2.772589,3.218876,2.397895,2.639057,3.044522,0,3.305787,2.397895,N
1.386294,0,0.693147,?,0,?,0,-1.386294,?,?,0,0,1.098612,0,?,1.386294,0.693147,?,?,2.946017,1.406097,5.759879,-3.506558,3.044522,-1.427116,2.869602,4.352984,0,?,?,1.386294,-2.525729,1.94591,2.639057,1.791759,1.94591,2.484907,0,2.995732,1.386294,N
1.609438,1.609438,0,2.302585,1.386294,2.079442,1.098612,-1.386294,1.386294,0.693147,0,-1.108663,2.302585,0,?,0.693147,?,?,?,3.028683,2.071913,7.173759,-2.995732,3.637586,-2.040221,4.283449,5.101268,-1.108663,0.693147,1.386294,2.197225,-2.040221,2.564949,3.218876,2.197225,2.397895,3.135494,0,4.471639,2.484907,Y
2.890372,2.197225,2.197225,?,1.609438,2.772589,1.609438,-2.120264,2.079442,0.693147,1.386294,-0.223144,3.401197,0,?,3.713572,0.693147,?,?,3.841386,3.037354,9.915963,-1.139434,5.153292,-2.995732,7.025592,6.878677,-1.609438,1.386294,2.079442,3.295837,-2.65926,4.454347,4.465908,3.496508,2.772589,4.204693,0,2.386007,3.713572,N
2.833213,1.94591,1.386294,1.386294,2.397895,2.484907,1.386294,-1.89712,1.791759,0.693147,1.098612,-0.287682,2.995732,0,?,3.135494,?,?,?,2.901422,3.609024,10.119378,-1.514128,4.867534,-3.506558,7.229005,6.510392,-1.386294,1.098612,1.791759,2.890372,-2.65926,3.850148,4.418841,2.639057,3.091042,4.043051,0,3.675541,3.295837,Y
2.079442,2.564949,0,1.94591,0.693147,2.890372,1.94591,-1.660731,1.791759,1.098612,0.693147,-1.237874,3.178054,1.609438,-0.400478,3.367296,?,?,?,3.134624,3.125005,9.38515,-1.771957,4.624973,-3.218876,6.494782,6.259945,-0.34249,1.791759,2.197225,2.944439,-1.89712,3.7612,4.077537,2.833213,2.890372,3.871201,0,3.164631,3.583519,Y
2.833213,1.791759,0,?,1.386294,?,1.609438,-1.609438,?,?,1.609438,0,2.772589,0,?,3.218876,0,?,?,3.283914,3.113515,9.510979,-1.609438,4.770685,-3.218876,6.620606,6.397463,-1.609438,?,?,2.564949,-2.302585,3.688879,4.356709,2.772589,2.890372,3.871201,0,2.623944,3.218876,N
3.091042,1.609438,0.693147,?,1.791759,?,1.386294,-2.120264,?,?,1.386294,0,2.772589,0,?,3.496508,0,?,?,3.464798,3.261935,9.988673,-1.272966,5.068904,-3.218876,7.098301,6.726737,-1.386294,?,?,2.639057,-2.813411,4.060443,4.615121,2.995732,2.890372,4.143135,0,2.733068,3.496508,N
1.386294,0,?,?,0,?,0,-1.386294,?,?,0,0,0,0,?,1.386294,0,?,?,3.154444,1.386294,5.927086,-3.506558,3.178054,-1.386294,3.036874,4.540845,0,?,?,0.693147,-2.407946,1.94591,2.833213,1.94591,2.079442,2.397895,0,2.995732,1.386294,N
3.091042,1.609438,0.693147,?,1.791759,?,1.386294,-2.120264,?,?,1.386294,0,2.772589,0,?,3.496508,0,?,?,3.464798,3.261935,9.988673,-1.272966,5.068904,-3.218876,7.098301,6.726737,-1.386294,?,?,2.639057,-2.813411,4.060443,4.615121,2.995732,2.890372,4.143135,0,2.733068,3.496508,N
1.386294,0,0,?,0,?,0,-1.386294,?,?,0,0,0.693147,0,?,1.386294,0,?,?,2.847812,1.838961,6.524267,-3.218876,3.258097,-1.832581,3.633895,4.686013,0,?,?,1.098612,-2.407946,2.079442,2.890372,1.94591,2.397895,2.397895,0,2.995732,1.386294,N
2.70805,1.791759,0,?,1.791759,?,1.609438,-1.771957,?,?,1.609438,0,2.772589,0,?,3.401197,0,?,?,3.233173,3.25347,9.740318,-1.514128,4.836282,-3.218876,6.849946,6.486755,-1.609438,?,?,2.564949,-2.407946,3.78419,4.406719,2.833213,2.995732,3.970292,0,2.813611,3.401197,N
1.94591,1.609438,0,0,1.098612,2.079442,1.098612,-2.040221,1.386294,0.693147,1.098612,0,2.484907,0,?,3.091042,0.693147,?,?,3.104587,2.624669,8.353796,-2.302585,4.234107,-2.65926,5.463408,5.729125,-1.108663,0.693147,1.386294,2.397895,-2.525729,3.135494,3.828641,2.302585,2.484907,3.610918,0,2.733068,3.135494,Y
2.70805,1.94591,?,1.098612,1.94591,2.484907,1.386294,-1.771957,1.791759,0.693147,0,-1.386294,2.639057,0,?,3.044522,0.693147,?,?,3.053529,2.66026,8.374223,-2.302585,4.234107,-2.65926,5.483842,5.713964,-1.386294,1.098612,1.791759,2.484907,-2.525729,3.258097,3.7612,2.302585,2.397895,3.912023,0,3.473518,3.178054,N
1.791759,1.609438,0,0,1.609438,2.079442,1.098612,-1.660731,1.386294,0.693147,0.693147,-0.400478,2.302585,0,?,2.70805,0,?,?,2.809403,2.431857,7.672474,-2.813411,3.7612,-2.407946,4.782144,5.241059,-1.108663,0.693147,1.386294,2.197225,-2.302585,2.639057,3.367296,2.079442,2.564949,3.367296,0,3.352357,2.772589,Y
1.94591,1.098612,1.098612,?,0.693147,1.386294,0.693147,-2.120264,0.693147,0.693147,0.693147,0,2.079442,0,?,2.833213,1.386294,?,?,3.132446,2.226783,7.586525,-2.65926,3.850148,-2.207275,4.696198,5.35946,-0.693147,0,0.693147,2.079442,-2.813411,2.833213,3.401197,2.397895,2.484907,3.433987,0,2.354228,2.833213,N
1.386294,1.098612,0,0,?,1.386294,0.693147,-1.609438,0.693147,0.693147,0,-0.693147,1.94591,0,?,2.197225,0,?,?,2.811809,2.190536,7.192032,-2.995732,3.555348,-2.207275,4.30163,5.001796,-0.693147,0,0.693147,1.94591,-2.040221,2.564949,3.091042,2.079442,2.397895,2.772589,0,2.302585,2.302585,Y
1.386294,0,0,?,?,?,0,-2.302585,?,?,0,0,0.693147,0,?,2.302585,0,?,?,2.952303,2.123458,7.198288,-2.995732,3.688879,-2.120264,4.307976,5.075174,0,?,?,1.098612,-2.813411,2.564949,3.295837,1.94591,2.197225,2.772589,0,?,2.302585,N
1.791759,1.609438,0,?,0.693147,1.791759,1.098612,-1.966113,0.693147,1.098612,0,-1.108663,2.197225,1.098612,0,3.091042,0,?,?,3.413126,2.564949,8.542962,-2.040221,4.418841,-2.525729,5.652594,5.978025,0,0.693147,1.098612,2.079442,-2.407946,3.332205,4.007333,2.639057,2.564949,3.465736,0,2.119863,3.091042,N
1.609438,1.098612,0,0,0.693147,1.386294,0.693147,-2.207275,0.693147,0.693147,0,-0.693147,1.94591,0,?,2.890372,0,?,?,3.303217,2.302585,7.908479,-2.407946,4.110874,-2.302585,5.01814,5.605912,-0.693147,0,0.693147,1.94591,-2.65926,2.995732,3.713572,2.397895,2.397895,3.332205,0,2.65956,2.944439,N
1.609438,1.098612,0,?,0.693147,1.386294,0.693147,-2.040221,0.693147,0.693147,0,-0.693147,1.791759,0,?,2.772589,0,?,?,3.209229,2.397895,8.004886,-2.407946,4.127134,-2.407946,5.114515,5.606978,-0.693147,0,0.693147,1.791759,-2.525729,2.995732,3.73767,2.302585,2.397895,3.218876,0,2.407846,2.772589,N
1.386294,1.791759,0,2.079442,?,1.386294,1.386294,-2.407946,0.693147,0.693147,0.693147,-0.693147,2.70805,0,?,3.610918,0,?,?,3.58018,3.1381,9.856193,-1.272966,5.099866,-3.218876,6.965817,6.718143,-1.386294,0,0.693147,2.564949,-2.525729,3.89182,4.744932,2.833213,2.772589,3.931826,0,2.878074,3.806662,Y
0.693147,0,0,?,?,?,0,-1.966113,?,?,0,0,0.693147,0,?,1.94591,0,?,?,2.887033,1.909543,6.706275,-3.218876,3.433987,-1.89712,3.815953,4.796699,0,?,?,1.098612,-2.407946,2.197225,3.091042,1.791759,2.197225,2.397895,0,?,1.94591,N
1.609438,0,0,?,?,?,0,-2.407946,?,?,0,0,0.693147,0,?,2.397895,0,?,?,3.057298,2.302585,7.662308,-2.65926,3.931826,-2.302585,4.771955,5.359742,0,?,?,1.098612,-2.813411,2.772589,3.555348,2.079442,2.302585,2.890372,0,?,2.397895,N
2.564949,0,1.791759,0,1.791759,?,0,-2.040221,?,?,0,0,1.94591,0,?,1.94591,?,?,?,3.395515,1.358409,6.111711,-3.218876,3.367296,-1.347074,3.221273,4.75359,0,?,?,2.079442,-3.506558,2.302585,2.944439,2.197225,1.94591,3.367296,0,3.912023,2.079442,Y
2.397895,1.94591,0,0,2.397895,2.484907,1.386294,-2.040221,1.791759,0.693147,0,-1.386294,2.995732,0,?,3.433987,?,?,?,3.937886,2.862201,9.662262,-1.203973,5.181784,-2.813411,6.77189,6.800059,-1.386294,1.098612,1.791759,2.890372,-2.65926,4.248495,4.682131,3.091042,2.397895,4.025352,0,3.328985,3.465736,Y
1.94591,1.609438,0,1.098612,1.098612,2.079442,1.098612,-1.309333,1.386294,0.693147,0.693147,-0.400478,2.302585,0,?,2.079442,?,?,?,2.090629,3.044522,8.179833,-2.813411,3.688879,-2.995732,5.289478,5.135328,-1.108663,0.693147,1.386294,2.197225,-2.040221,2.70805,3.218876,1.609438,2.639057,3.135494,0,3.757939,2.397895,Y
3.218876,2.772589,2.079442,2.564949,2.197225,2.772589,2.397895,-1.771957,2.079442,0.693147,2.197225,-0.198451,3.496508,0,?,3.970292,?,?,?,3.550766,3.555348,10.661459,-0.891598,5.283204,-3.506558,7.771088,7.106114,-2.407946,1.386294,2.079442,3.178054,-2.207275,4.330733,4.795791,3.637586,3.555348,4.624973,0,3.378611,4.189655,Y
1.386294,2.197225,0.693147,2.639057,1.098612,2.772589,1.609438,-1.89712,2.079442,0.693147,1.386294,-0.223144,2.944439,0,?,2.995732,?,?,?,2.750471,3.435921,9.622147,-1.832581,4.691348,-3.506558,6.73177,6.186373,-1.609438,1.386294,2.079442,2.772589,-2.120264,3.7612,4.189655,2.197225,2.564949,3.7612,0,3.827554,3.526361,Y
1.386294,0,0,0,?,?,0,-1.771957,?,?,0,0,0.693147,0,?,1.609438,0,?,?,2.791165,1.406097,5.605729,-3.912023,2.890372,-1.427116,2.715357,4.198855,0,?,?,1.098612,-2.525729,1.94591,2.397895,1.791759,1.94591,2.484907,0,2.813611,1.791759,Y
2.639057,1.791759,1.386294,0.693147,1.386294,1.386294,1.386294,-2.040221,0.693147,0.693147,1.386294,0,2.70805,0,?,3.367296,0,?,?,3.384729,2.70805,8.800738,-1.89712,4.465908,-2.65926,5.910363,6.092689,-1.386294,0,0.693147,2.564949,-2.525729,3.401197,4.043051,2.833213,2.833213,3.931826,0,2.841415,3.433987,Y
